설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,그늘막유형,세부위치,설치년도,전체높이,펼침지름,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
힐스테이트2차 210동 앞,경기도,평택시,"경기도 평택시 세교6로 46 (세교동, 힐스테이트 평택)",경기도 평택시 세교동 303-3,37.0119788808,127.0880089987,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
태영청솔아파트 앞,경기도,평택시,"경기도 평택시 세교공원로 65 (세교동, 태영청솔아파트)",경기도 평택시 세교동 554,37.0039132200,127.0831760438,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
태영청솔아파트 108동측,경기도,평택시,"경기도 평택시 세교공원로 65 (세교동, 태영청솔아파트)",경기도 평택시 세교동 554,37.0039132200,127.0831760438,접이식그늘막,,2022,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
부영아파트 앞,경기도,평택시,"경기도 평택시 세교공원로 66 (세교동, 부영아파트)",경기도 평택시 세교동 555,37.0032483508,127.0846505816,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
원앙부영아파트 파리바게뜨 앞,경기도,평택시,"경기도 평택시 세교공원로 66 (세교동, 부영아파트)",경기도 평택시 세교동 555,37.0032483508,127.0846505816,접이식그늘막,,2022,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
연세바른내과의원 건너편,경기도,평택시,경기도 평택시 세교산단로22번길 35 (세교동),경기도 평택시 세교동 542-4,37.0103439926,127.0832654105,접이식그늘막,,2022,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
소사SK뷰 앞,경기도,평택시,경기도 평택시 소사2길 4 (소사동),경기도 평택시 소사동 515,36.9899128702,127.1214909143,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
효성해링턴플레이스 2단지 201동 앞,경기도,평택시,"경기도 평택시 소사3로 22 (소사동, 평택 효성해링턴 플레이스 2단지)",,36.9874061707,127.1298039803,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
효성해링턴플레이스 201동 건너편,경기도,평택시,"경기도 평택시 소사3로 22 (소사동, 평택 효성해링턴 플레이스 2단지)",,36.9874061707,127.1298039803,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
효성해링턴플레이스 2단지 201동 대각선,경기도,평택시,"경기도 평택시 소사3로 22 (소사동, 평택 효성해링턴 플레이스 2단지)",,36.9874061707,127.1298039803,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
효성해링턴플레이스 201동 엄마의주방쪽,경기도,평택시,"경기도 평택시 소사3로 22 (소사동, 평택 효성해링턴 플레이스 2단지)",,36.9874061707,127.1298039803,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
효성해링턴플레이스 1단지 109동 앞,경기도,평택시,"경기도 평택시 소사3로 53 (소사동, 평택 효성해링턴 플레이스 1단지)",,36.9904880081,127.1254778572,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
효성해링턴플레이스 1단지 109동 건너편,경기도,평택시,"경기도 평택시 소사3로 53 (소사동, 평택 효성해링턴 플레이스 1단지)",,36.9904880081,127.1254778572,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
효성해링턴플레이스 1단지 109동 대각선,경기도,평택시,"경기도 평택시 소사3로 53 (소사동, 평택 효성해링턴 플레이스 1단지)",,36.9904880081,127.1254778572,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
효성해링턴플레이스 GS25 상가앞,경기도,평택시,"경기도 평택시 소사3로 53 (소사동, 평택 효성해링턴 플레이스 1단지)",,36.9904880081,127.1254778572,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택대동초등학교,경기도,평택시,경기도 평택시 소사서로 17 (소사동),,36.9893645667,127.1317903959,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택대동초등학교 건너편,경기도,평택시,경기도 평택시 소사서로 17 (소사동),,36.9893645667,127.1317903959,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용이e편한세상2단지 204동측,경기도,평택시,"경기도 평택시 신흥1로 43 (용이동, e편한세상 평택용이 2단지)",경기도 평택시 용이동 738,37.0032945941,127.1456545558,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용이e편한세상1단지 105동측,경기도,평택시,"경기도 평택시 신흥1로 67 (용이동, e편한세상 평택용이 1단지)",경기도 평택시 용이동 737,37.0022742893,127.1424709123,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용이e편한세상 206동측,경기도,평택시,"경기도 평택시 신흥1로 67 (용이동, e편한세상 평택용이 1단지)",경기도 평택시 용이동 737,37.0022742893,127.1424709123,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
이편한정육점앞,경기도,평택시,경기도 평택시 신흥1로2길 63 (용이동),경기도 평택시 용이동 739-1,37.0022301808,127.1457737488,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용이e편한세상1단지 111동 앞,경기도,평택시,경기도 평택시 신흥1로2길 63 (용이동),경기도 평택시 용이동 739-1,37.002282,127.1457737488,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택여고 입구 삼거리,경기도,평택시,경기도 평택시 영신로 217 (동삭동),경기도 평택시 동삭동 215-1,37.0129242917,127.0917318299,접이식그늘막,,2022,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전레이크 푸르지오 정문 앞,경기도,평택시,"경기도 평택시 용죽1로 13 (용이동, 평택비전레이크푸르지오)",경기도 평택시 용이동 642,36.9974274057,127.1185944727,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택비전레이크푸르지오 정문,경기도,평택시,"경기도 평택시 용죽1로 13 (용이동, 평택비전레이크푸르지오)",경기도 평택시 용이동 642,36.9974274057,127.1185944727,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전푸르지오 앞,경기도,평택시,"경기도 평택시 용죽1로 14 (용이동, 평택 비전 푸르지오)",경기도 평택시 용이동 648,36.9958984439,127.1197664873,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전웰 푸르지오 정문 앞,경기도,평택시,"경기도 평택시 용죽1로 33 (용이동, 비전 지웰 푸르지오)",경기도 평택시 용이동 644,36.9973369250,127.123760,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전웰 푸르지오 정문 앞,경기도,평택시,"경기도 평택시 용죽1로 33 (용이동, 비전 지웰 푸르지오)",경기도 평택시 용이동 644,36.9973369250,127.1237265106,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
생기자리공원 건너편,경기도,평택시,"경기도 평택시 용죽1로 33 (용이동, 비전 지웰 푸르지오)",경기도 평택시 용이동 644,36.9973369250,127.123727,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전아파트 앞,경기도,평택시,"경기도 평택시 용죽1로 65 (용이동, 비전아이파크평택)",경기도 평택시 용이동 639,36.9979173294,127.1250855495,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전아이파크 101동 측,경기도,평택시,"경기도 평택시 용죽1로 65 (용이동, 비전아이파크평택)",경기도 평택시 용이동 639,36.9979173294,127.1250855495,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전아이파크 105동 측,경기도,평택시,"경기도 평택시 용죽1로 65 (용이동, 비전아이파크평택)",경기도 평택시 용이동 639,36.9979173294,127.1250855495,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택비전아이파크 101동,경기도,평택시,"경기도 평택시 용죽1로 65 (용이동, 비전아이파크평택)",경기도 평택시 용이동 639,36.9979173294,127.1250855495,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택비전 아이파크 102동,경기도,평택시,"경기도 평택시 용죽1로 65 (용이동, 비전아이파크평택)",경기도 평택시 용이동 639,36.997982,127.1250855495,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택비전아이카프 102동 건너편,경기도,평택시,"경기도 평택시 용죽1로 65 (용이동, 비전아이파크평택)",경기도 평택시 용이동 639,36.9979173294,127.1250855495,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택비전아이파크 101동 건너편,경기도,평택시,"경기도 평택시 용죽1로 65 (용이동, 비전아이파크평택)",경기도 평택시 용이동 639,36.9979173294,127.1250855495,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용죽초등학교,경기도,평택시,경기도 평택시 용죽2로 23 (용이동),경기도 평택시 용이동 657,36.9950632846,127.1240136690,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택중학교,경기도,평택시,경기도 평택시 용죽2로 23 (용이동),경기도 평택시 용이동 657,36.9950632846,127.1240136690,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용죽초등학교,경기도,평택시,경기도 평택시 용죽2로 23 (용이동),경기도 평택시 용이동 657,36.9950632846,127.1240136690,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택비전에듀포레푸르지오 207동 상가측,경기도,평택시,"경기도 평택시 용죽2로 24 (용이동, 평택비전센트럴푸르지오)",경기도 평택시 용이동 650,36.9942632827,127.1211543097,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
골목길 어린이공원,경기도,평택시,"경기도 평택시 용죽2로 24 (용이동, 평택비전센트럴푸르지오)",경기도 평택시 용이동 650,36.9942632827,127.1211543097,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택비전센트럴푸르지오 204동 측,경기도,평택시,"경기도 평택시 용죽2로 24 (용이동, 평택비전센트럴푸르지오)",경기도 평택시 용이동 650,36.9942632827,127.1211543097,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전에듀포레푸르지오 앞,경기도,평택시,"경기도 평택시 용죽2로 30 (용이동, 평택비전에듀포레푸르지오)",경기도 평택시 용이동 652,36.9936450444,127.1231733441,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용죽초등학교,경기도,평택시,"경기도 평택시 용죽2로 30 (용이동, 평택비전에듀포레푸르지오)",경기도 평택시 용이동 652,36.9936450444,127.1231733441,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전에듀포레푸르지오 301동 앞,경기도,평택시,"경기도 평택시 용죽2로 30 (용이동, 평택비전에듀포레푸르지오)",경기도 평택시 용이동 652,36.9936450444,127.1231733441,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택비전에듀포레푸르지오 308동 앞,경기도,평택시,"경기도 평택시 용죽2로 30 (용이동, 평택비전에듀포레푸르지오)",경기도 평택시 용이동 652,36.9936450444,127.1231733441,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택비전에듀포레푸르지오 309동 앞,경기도,평택시,"경기도 평택시 용죽2로 30 (용이동, 평택비전에듀포레푸르지오)",경기도 평택시 용이동 652,36.9936450444,127.1231733441,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
메가커피,경기도,평택시,경기도 평택시 용죽2로 32-44 (용이동),경기도 평택시 용이동 687-4,36.992420,127.125540,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용죽초등학교 건너편,경기도,평택시,경기도 평택시 용죽2로 36 (용이동),경기도 평택시 용이동 689-2,36.9937946007,127.1242334719,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택초등학교 건너편,경기도,평택시,경기도 평택시 용죽3로 24 (용이동),경기도 평택시 용이동 684-1,36.994156,127.1254146308,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용죽초등학교 건너편,경기도,평택시,경기도 평택시 용죽3로 24 (용이동),경기도 평택시 용이동 684-1,36.9941062146,127.1254146308,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
효성해링턴플레이스 103동 건너편,경기도,평택시,경기도 평택시 용죽5길 6-28 (용이동),경기도 평택시 용이동 686-5,36.992560,127.126092,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택서부역 광장 앞,경기도,평택시,경기도 평택시 원평로 49 (평택동),경기도 평택시 평택동 164-2,36.9901665839,127.0839307606,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
세교동 234-3번지 앞,경기도,평택시,경기도 평택시 은실고가길 175 (세교동),경기도 평택시 세교동 234-3,37.006566,127.077741,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
세교도서관 앞,경기도,평택시,경기도 평택시 은실고가길 180 (세교동),경기도 평택시 세교동 236,37.0064126636,127.0786465099,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
대풍갈비 앞,경기도,평택시,경기도 평택시 이화로 39 (용이동),경기도 평택시 용이동 345-28,37.0006080225,127.1432089473,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
e편한세상아파트 앞,경기도,평택시,경기도 평택시 이화로 39 (용이동),경기도 평택시 용이동 345-28,37.0006080225,127.1432089473,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
용이e편한세상1단지 101동 건너편,경기도,평택시,경기도 평택시 이화로 61 (용이동),경기도 평택시 용이동 31-1,37.002127,127.141604,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
세교도서관 건너편,경기도,평택시,경기도 평택시 잔다리2길 33 (세교동),경기도 평택시 세교동 237-6,37.0061761151,127.078193,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
배다리초교 건너편,경기도,평택시,경기도 평택시 죽백10길 24 (죽백동),경기도 평택시 죽백동 802-6,37.004127,127.1222727258,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
소사벌 더샵 앞,경기도,평택시,"경기도 평택시 죽백4로 16 (죽백동, 소사벌더샵마스터뷰)",경기도 평택시 죽백동 817,37.0017070823,127.1233800348,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택시스마트도시통합센터 건너편,경기도,평택시,"경기도 평택시 죽백4로 16 (죽백동, 소사벌더샵마스터뷰)",경기도 평택시 죽백동 817,37.0017070823,127.1233800348,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택시스마트도시통합센터 앞,경기도,평택시,경기도 평택시 죽백4로 21 (죽백동),경기도 평택시 죽백동 571,37.0012054702,127.1221409410,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
우미린레이크파크 201동 앞,경기도,평택시,"경기도 평택시 죽백4로 40 (죽백동, 평택 소사벌 우미린 레이크파크)",경기도 평택시 죽백동 816,37.0033405983,127.1236921977,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
배다리마을5단지 정문,경기도,평택시,"경기도 평택시 죽백4로 60 (죽백동, 평택 LH 행복주택)",경기도 평택시 죽백동 815,37.0049761757,127.1232349905,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
배다리마을5단지 정문,경기도,평택시,"경기도 평택시 죽백4로 60 (죽백동, 평택 LH 행복주택)",경기도 평택시 죽백동 815,37.0049761757,127.1232349905,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
한결세무회계사무소 앞,경기도,평택시,경기도 평택시 죽백5로 23 (죽백동),경기도 평택시 죽백동 770-1,37.0038647109,127.1183466267,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택세무소측,경기도,평택시,경기도 평택시 죽백5로 23 (죽백동),경기도 평택시 죽백동 770-1,37.0038647109,127.1183466267,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
비전병원 사거리,경기도,평택시,경기도 평택시 죽백7길 7 (죽백동),경기도 평택시 죽백동 761-7,37.0034506514,127.1145011490,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택역 앞,경기도,평택시,경기도 평택시 중앙2로 1 (평택동),경기도 평택시 평택동 46-4,36.991936,127.0872264826,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택역 앞,경기도,평택시,경기도 평택시 중앙2로 1 (평택동),경기도 평택시 평택동 46-4,36.9919922360,127.0872264826,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
합정초교 사거리,경기도,평택시,경기도 평택시 중앙2로 118 (합정동),경기도 평택시 합정동 920-1,36.9898603559,127.0997094000,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택역 앞,경기도,평택시,경기도 평택시 중앙2로 2 (평택동),경기도 평택시 평택동 51-7,36.9916329762,127.0872236010,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
통복시장 로터리,경기도,평택시,경기도 평택시 중앙로 1 (통복동),경기도 평택시 통복동 98-4,36.995704,127.0836434968,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
통복시장 로터리,경기도,평택시,경기도 평택시 중앙로 2 (통복동),경기도 평택시 통복동 111-15,36.995471,127.0835232302,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
공설운동장 사거리,경기도,평택시,경기도 평택시 중앙로 219 (비전동),경기도 평택시 비전동 767,36.9911369148,127.1073616434,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
배미사거리,경기도,평택시,경기도 평택시 중앙로 260 (합정동),경기도 평택시 합정동 964-5,36.9897394882,127.1116876291,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
배미사거리,경기도,평택시,경기도 평택시 중앙로 261 (비전동),경기도 평택시 비전동 849,36.9903071083,127.1117539477,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택소방서 앞,경기도,평택시,경기도 평택시 중앙로 273 (비전동),경기도 평택시 비전동 849-1,36.9904544831,127.1128465795,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
문예회관 교차로,경기도,평택시,경기도 평택시 중앙로 288 (합정동),경기도 평택시 합정동 966-9,36.9902784631,127.1144865688,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
문화아파트 사거리,경기도,평택시,"경기도 평택시 중앙로 301 (비전동, 문화아파트)",경기도 평택시 비전동 887,36.9918129664,127.1153670859,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
한방어린이공원 앞,경기도,평택시,경기도 평택시 중앙로 338 (합정동),경기도 평택시 합정동 883,36.9905768505,127.1204572906,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
굿모닝병원 앞 사거리,경기도,평택시,경기도 평택시 중앙로 338 (합정동),경기도 평택시 합정동 883,36.9905768505,127.1204572906,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
굿모닝병원 앞,경기도,평택시,경기도 평택시 중앙로 338 (합정동),경기도 평택시 합정동 883,36.9905768505,127.1204572906,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
농협사거리,경기도,평택시,경기도 평택시 중앙로 46 (평택동),경기도 평택시 평택동 35-3,36.9943184046,127.0879288827,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평택경찰서 사거리,경기도,평택시,경기도 평택시 중앙로 72 (평택동),경기도 평택시 평택동 23-2,36.9939290800,127.0909934058,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
성동초등학교 사거리,경기도,평택시,경기도 평택시 중앙로 89 (비전동),경기도 평택시 비전동 611-1,36.9953629227,127.0933789255,접이식그늘막,,2020,3.65,3,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
성동초등학교 사거리,경기도,평택시,경기도 평택시 중앙로 96 (합정동),경기도 평택시 합정동 672-2,36.993440,127.093712,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
동삭1교차로,경기도,평택시,"경기도 평택시 지제동삭1로 163 (동삭동, 더샵지제역센트럴파크1BL아파트)",경기도 평택시 동삭동 384,37.0206357620,127.0929779871,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
힐스테이트지제역 104동 대각선편,경기도,평택시,"경기도 평택시 지제동삭1로 41 (지제동, 지제역 더샵 센트럴시티)",경기도 평택시 지제동 33,37.0232470982,127.0764256067,접이식그늘막,,2022,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
더샵지제역센트럴파크1BL 113동 측,경기도,평택시,"경기도 평택시 지제동삭2로 177 (동삭동, The Sharp 지제역 센트럴파크 2BL)",경기도 평택시 동삭동 352-1,37.0206357620,127.0929779871,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
더샵지제역센트럴파크2BL 211동측,경기도,평택시,"경기도 평택시 지제동삭2로 177 (동삭동, The Sharp 지제역 센트럴파크 2BL)",경기도 평택시 동삭동 371-2,37.0206357620,127.0929779871,접이식그늘막,,2020,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
대원아파트 앞,경기도,평택시,경기도 평택시 팽성읍 부용로 36 (대원아파트),경기도 평택시 팽성읍 송화리 790-1,36.9630556157,127.0596405204,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
법원입구 사거리,경기도,평택시,경기도 평택시 평남로 1022 (동삭동),경기도 평택시 동삭동 667-3,37.0099703905,127.0979221809,접이식그늘막,,2018,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
법원 앞,경기도,평택시,경기도 평택시 평남로 1036 (동삭동),경기도 평택시 동삭동 663,37.0104725108,127.0967769759,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
법원 앞,경기도,평택시,경기도 평택시 평남로 1036 (동삭동),경기도 평택시 동삭동 663,37.0104725108,127.0967769759,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평남로 현대수도상사 앞,경기도,평택시,경기도 평택시 평남로 232 (통복동),경기도 평택시 통복동 338-2,36.9936799017,127.0750594434,접이식그늘막,,2021,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
소사벌레포츠타운,경기도,평택시,경기도 평택시 평남로 616 (합정동),경기도 평택시 합정동 294,36.9875654253,127.1065110303,접이식그늘막,,2021,3.65,3,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
평일초교 정문,경기도,평택시,경기도 평택시 평남로 626 (합정동),경기도 평택시 합정동 368-6,36.9893752889,127.1070709309,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
공설운동장 사거리,경기도,평택시,경기도 평택시 평남로 635 (합정동),경기도 평택시 합정동 773-4,36.990750,127.1065485240,접이식그늘막,,2019,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
공설운동장 사거리,경기도,평택시,경기도 평택시 평남로 641 (비전동),경기도 평택시 비전동 764-7,36.9911209186,127.106726,접이식그늘막,,2021,3.65,3,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
BYC사거리,경기도,평택시,경기도 평택시 평남로 718 (비전동),경기도 평택시 비전동 878,36.9941611265,127.1139386836,접이식그늘막,,2017,3.65,4,경기도 평택시청 도로관리과,031-8024-477,2024-07-19,3910000,경기도 평택시
